STATION,NAME,DATE,SNOW
USC00106152,"MOSCOW U OF I, ID US",7/21/17,0
USC00106152,"MOSCOW U OF I, ID US",7/22/17,0
USC00106152,"MOSCOW U OF I, ID US",7/23/17,0
USC00106152,"MOSCOW U OF I, ID US",7/24/17,0
USC00106152,"MOSCOW U OF I, ID US",7/25/17,0
USC00106152,"MOSCOW U OF I, ID US",7/26/17,0
USC00106152,"MOSCOW U OF I, ID US",7/27/17,0
USC00106152,"MOSCOW U OF I, ID US",7/28/17,0
USC00106152,"MOSCOW U OF I, ID US",7/29/17,0
USC00106152,"MOSCOW U OF I, ID US",7/30/17,0
USC00106152,"MOSCOW U OF I, ID US",7/31/17,0
USC00106152,"MOSCOW U OF I, ID US",8/1/17,0
USC00106152,"MOSCOW U OF I, ID US",8/2/17,0
USC00106152,"MOSCOW U OF I, ID US",8/3/17,0
USC00106152,"MOSCOW U OF I, ID US",8/4/17,0
USC00106152,"MOSCOW U OF I, ID US",8/5/17,0
USC00106152,"MOSCOW U OF I, ID US",8/6/17,0
USC00106152,"MOSCOW U OF I, ID US",8/7/17,0
USC00106152,"MOSCOW U OF I, ID US",8/8/17,0
USC00106152,"MOSCOW U OF I, ID US",8/9/17,0
USC00106152,"MOSCOW U OF I, ID US",8/10/17,0
USC00106152,"MOSCOW U OF I, ID US",8/11/17,0
USC00106152,"MOSCOW U OF I, ID US",8/12/17,0
USC00106152,"MOSCOW U OF I, ID US",8/13/17,0
USC00106152,"MOSCOW U OF I, ID US",8/14/17,0
USC00106152,"MOSCOW U OF I, ID US",8/15/17,0
USC00106152,"MOSCOW U OF I, ID US",8/16/17,0
USC00106152,"MOSCOW U OF I, ID US",8/17/17,0
USC00106152,"MOSCOW U OF I, ID US",8/18/17,0
USC00106152,"MOSCOW U OF I, ID US",8/19/17,0
USC00106152,"MOSCOW U OF I, ID US",8/20/17,0
USC00106152,"MOSCOW U OF I, ID US",8/21/17,0
USC00106152,"MOSCOW U OF I, ID US",8/22/17,0
USC00106152,"MOSCOW U OF I, ID US",8/23/17,0
USC00106152,"MOSCOW U OF I, ID US",8/24/17,0
USC00106152,"MOSCOW U OF I, ID US",8/25/17,0
USC00106152,"MOSCOW U OF I, ID US",8/26/17,0
USC00106152,"MOSCOW U OF I, ID US",8/27/17,0
USC00106152,"MOSCOW U OF I, ID US",8/28/17,0
USC00106152,"MOSCOW U OF I, ID US",8/29/17,0
USC00106152,"MOSCOW U OF I, ID US",8/30/17,0
USC00106152,"MOSCOW U OF I, ID US",8/31/17,0
USC00106152,"MOSCOW U OF I, ID US",9/1/17,0
USC00106152,"MOSCOW U OF I, ID US",9/2/17,0
USC00106152,"MOSCOW U OF I, ID US",9/3/17,0
USC00106152,"MOSCOW U OF I, ID US",9/4/17,0
USC00106152,"MOSCOW U OF I, ID US",9/5/17,0
USC00106152,"MOSCOW U OF I, ID US",9/6/17,0
USC00106152,"MOSCOW U OF I, ID US",9/7/17,0
USC00106152,"MOSCOW U OF I, ID US",9/8/17,0
USC00106152,"MOSCOW U OF I, ID US",9/9/17,0
USC00106152,"MOSCOW U OF I, ID US",9/10/17,0
USC00106152,"MOSCOW U OF I, ID US",9/11/17,0
USC00106152,"MOSCOW U OF I, ID US",9/12/17,0
USC00106152,"MOSCOW U OF I, ID US",9/13/17,0
USC00106152,"MOSCOW U OF I, ID US",9/14/17,0
USC00106152,"MOSCOW U OF I, ID US",9/15/17,0
USC00106152,"MOSCOW U OF I, ID US",9/16/17,0
USC00106152,"MOSCOW U OF I, ID US",9/17/17,0
USC00106152,"MOSCOW U OF I, ID US",9/18/17,0
USC00106152,"MOSCOW U OF I, ID US",9/19/17,0
USC00106152,"MOSCOW U OF I, ID US",9/20/17,0
USC00106152,"MOSCOW U OF I, ID US",9/21/17,0
USC00106152,"MOSCOW U OF I, ID US",9/22/17,0
USC00106152,"MOSCOW U OF I, ID US",9/23/17,0
USC00106152,"MOSCOW U OF I, ID US",9/24/17,0
USC00106152,"MOSCOW U OF I, ID US",9/25/17,0
USC00106152,"MOSCOW U OF I, ID US",9/26/17,0
USC00106152,"MOSCOW U OF I, ID US",9/27/17,0
USC00106152,"MOSCOW U OF I, ID US",9/28/17,0
USC00106152,"MOSCOW U OF I, ID US",9/29/17,0
USC00106152,"MOSCOW U OF I, ID US",9/30/17,0
USC00106152,"MOSCOW U OF I, ID US",10/1/17,0
USC00106152,"MOSCOW U OF I, ID US",10/2/17,0
USC00106152,"MOSCOW U OF I, ID US",10/3/17,0
USC00106152,"MOSCOW U OF I, ID US",10/4/17,0
USC00106152,"MOSCOW U OF I, ID US",10/5/17,0
USC00106152,"MOSCOW U OF I, ID US",10/6/17,0
USC00106152,"MOSCOW U OF I, ID US",10/7/17,0
USC00106152,"MOSCOW U OF I, ID US",10/8/17,0
USC00106152,"MOSCOW U OF I, ID US",10/9/17,0
USC00106152,"MOSCOW U OF I, ID US",10/10/17,0
USC00106152,"MOSCOW U OF I, ID US",10/11/17,0
USC00106152,"MOSCOW U OF I, ID US",10/12/17,0
USC00106152,"MOSCOW U OF I, ID US",10/13/17,0
USC00106152,"MOSCOW U OF I, ID US",10/14/17,0
USC00106152,"MOSCOW U OF I, ID US",10/15/17,0
USC00106152,"MOSCOW U OF I, ID US",10/16/17,0
USC00106152,"MOSCOW U OF I, ID US",10/17/17,0
USC00106152,"MOSCOW U OF I, ID US",10/18/17,0
USC00106152,"MOSCOW U OF I, ID US",10/19/17,0
USC00106152,"MOSCOW U OF I, ID US",10/20/17,0
USC00106152,"MOSCOW U OF I, ID US",10/21/17,0
USC00106152,"MOSCOW U OF I, ID US",10/22/17,0
USC00106152,"MOSCOW U OF I, ID US",10/23/17,0
USC00106152,"MOSCOW U OF I, ID US",10/24/17,0
USC00106152,"MOSCOW U OF I, ID US",10/25/17,0
USC00106152,"MOSCOW U OF I, ID US",10/26/17,0
USC00106152,"MOSCOW U OF I, ID US",10/27/17,0
USC00106152,"MOSCOW U OF I, ID US",10/28/17,0
USC00106152,"MOSCOW U OF I, ID US",10/29/17,0
USC00106152,"MOSCOW U OF I, ID US",10/30/17,0
USC00106152,"MOSCOW U OF I, ID US",10/31/17,0
USC00106152,"MOSCOW U OF I, ID US",11/7/17,0
USC00106152,"MOSCOW U OF I, ID US",11/8/17,0
USC00106152,"MOSCOW U OF I, ID US",11/26/17,0
USC00106152,"MOSCOW U OF I, ID US",11/27/17,0
USC00106152,"MOSCOW U OF I, ID US",11/29/17,0
USC00106152,"MOSCOW U OF I, ID US",11/30/17,0
USC00106152,"MOSCOW U OF I, ID US",12/16/17,3
USC00106152,"MOSCOW U OF I, ID US",12/17/17,2
USC00106152,"MOSCOW U OF I, ID US",12/31/17,0
